TITLE	
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	24/09/13
TIME	10:42:23
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	REFLECTANCE
FIRSTX	 1500.0000
LASTX	  300.0000
NPOINTS	    1201
FIRSTY	    40.74773
MAXY	    87.18987
MINY	    30.63783
XYDATA
1500.0000	40.7477
1499.0000	40.6905
1498.0000	40.3581
1497.0000	40.1777
1496.0000	40.2394
1495.0000	40.2565
1494.0000	40.249
1493.0000	40.0251
1492.0000	40.0167
1491.0000	40.4676
1490.0000	40.4356
1489.0000	40.7625
1488.0000	40.4541
1487.0000	40.9279
1486.0000	41.3737
1485.0000	41.4524
1484.0000	41.2294
1483.0000	40.845
1482.0000	40.4499
1481.0000	40.5776
1480.0000	40.2912
1479.0000	40.2358
1478.0000	40.2556
1477.0000	40.3572
1476.0000	40.939
1475.0000	40.9417
1474.0000	40.8087
1473.0000	40.7158
1472.0000	40.793
1471.0000	40.6891
1470.0000	40.5492
1469.0000	40.4625
1468.0000	40.7747
1467.0000	40.5974
1466.0000	40.1933
1465.0000	40.423
1464.0000	40.4527
1463.0000	40.2445
1462.0000	40.0608
1461.0000	40.1995
1460.0000	40.8615
1459.0000	40.6461
1458.0000	40.8116
1457.0000	40.7977
1456.0000	40.6304
1455.0000	40.5993
1454.0000	40.698
1453.0000	40.5532
1452.0000	40.4354
1451.0000	40.0899
1450.0000	40.3858
1449.0000	40.2947
1448.0000	39.9101
1447.0000	39.8626
1446.0000	39.8557
1445.0000	39.8282
1444.0000	39.9498
1443.0000	39.8013
1442.0000	39.9256
1441.0000	40.0185
1440.0000	40.1826
1439.0000	40.3835
1438.0000	40.3958
1437.0000	40.3997
1436.0000	40.2997
1435.0000	40.0568
1434.0000	40.2895
1433.0000	39.8722
1432.0000	39.8802
1431.0000	39.7428
1430.0000	40.4407
1429.0000	40.8872
1428.0000	40.5578
1427.0000	41.0246
1426.0000	40.746
1425.0000	40.7849
1424.0000	40.7036
1423.0000	40.3342
1422.0000	40.2645
1421.0000	40.4216
1420.0000	40.31
1419.0000	40.4195
1418.0000	40.7708
1417.0000	40.4719
1416.0000	40.6183
1415.0000	40.4988
1414.0000	40.6303
1413.0000	40.5918
1412.0000	40.684
1411.0000	40.5492
1410.0000	40.4173
1409.0000	40.1623
1408.0000	40.5015
1407.0000	40.2137
1406.0000	40.4395
1405.0000	40.1605
1404.0000	40.1875
1403.0000	40.2387
1402.0000	39.9134
1401.0000	39.8597
1400.0000	39.4011
1399.0000	39.5811
1398.0000	39.8311
1397.0000	39.8734
1396.0000	40.1202
1395.0000	40.4339
1394.0000	40.6973
1393.0000	40.781
1392.0000	40.4861
1391.0000	40.68
1390.0000	40.3187
1389.0000	40.1091
